51.222.253.20 - - [12/Mar/2022:00:07:44 +0000] "GET / HTTP/1.1" 500 6979 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /lib/wow/wow.min.js HTTP/1.1" 200 3243 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /lib/waypoints/waypoints.min.js HTTP/1.1" 200 3170 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /lib/easing/easing.min.js HTTP/1.1" 200 1138 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /lib/owlcarousel/owl.carousel.min.js HTTP/1.1" 200 11366 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /lib/tempusdominus/js/moment-timezone.min.js HTTP/1.1" 200 9761 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js HTTP/1.1" 200 12571 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /lib/twentytwenty/jquery.event.move.js HTTP/1.1" 200 4783 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /lib/twentytwenty/jquery.twentytwenty.js HTTP/1.1" 200 2362 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /js/main.js HTTP/1.1" 200 1839 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /img/VKLOGO.png HTTP/1.1" 200 9046 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /lib/tempusdominus/js/moment.min.js HTTP/1.1" 200 69130 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /img/banners/Banner%2001.jpg HTTP/1.1" 200 180554 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /img/banners/About%20600px600px%20copy.jpg HTTP/1.1" 200 36160 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /img/banners/CBSC.jpg HTTP/1.1" 200 77085 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /img/banners/State%20board%20copy.jpg HTTP/1.1" 200 68584 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /img/aboutm.jpg HTTP/1.1" 200 132245 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /img/boy.png HTTP/1.1" 200 7159 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /img/girl.png HTTP/1.1" 200 6869 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /img/banners/ICSE%20Board.jpg HTTP/1.1" 200 65919 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:05 +0000] "GET /img/banners/Banner%2002.jpg HTTP/1.1" 200 176602 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:07 +0000] "GET /img/fav.png HTTP/1.1" 200 3267 "https://vktutorials.com/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:11 +0000] "GET / HTTP/1.1" 500 2683 "-" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:13 +0000] "GET /favicon.ico HTTP/1.1" 404 1928 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:45:21 +0000] "GET / HTTP/1.1" 500 2683 "-" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
::1 - - [12/Mar/2022:03:45:23 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.41 (Ubuntu) OpenSSL/1.1.1f (internal dummy connection)"
1.38.148.164 - - [12/Mar/2022:03:45:42 +0000] "-" 408 563 "-" "-"
1.38.148.164 - - [12/Mar/2022:03:45:43 +0000] "-" 408 563 "-" "-"
::1 - - [12/Mar/2022:03:45:45 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.41 (Ubuntu) OpenSSL/1.1.1f (internal dummy connection)"
1.38.148.164 - - [12/Mar/2022:03:45:45 +0000] "GET / HTTP/1.1" 500 2683 "-" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.148.164 - - [12/Mar/2022:03:46:05 +0000] "-" 408 563 "-" "-"
1.38.148.164 - - [12/Mar/2022:03:46:08 +0000] "-" 408 563 "-" "-"
74.208.42.172 - - [12/Mar/2022:03:49:45 +0000] "GET /robots.txt HTTP/1.1" 301 588 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:49:46 +0000] "GET /robots.txt HTTP/1.1" 404 5252 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:49:46 +0000] "GET / HTTP/1.1" 301 567 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:49:58 +0000] "GET /robots.txt HTTP/1.1" 301 588 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:49:59 +0000] "GET /robots.txt HTTP/1.1" 404 5252 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:49:59 +0000] "GET / HTTP/1.1" 301 567 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:00 +0000] "GET /robots.txt HTTP/1.1" 404 521 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:01 +0000] "GET /robots.txt HTTP/1.1" 404 521 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:01 +0000] "GET / HTTP/1.1" 500 2134 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:03 +0000] "GET / HTTP/1.1" 500 6864 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:06 +0000] "GET /robots.txt HTTP/1.1" 404 5252 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:07 +0000] "GET /robots.txt HTTP/1.1" 404 521 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:07 +0000] "GET / HTTP/1.1" 500 2134 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:11 +0000] "GET / HTTP/1.1" 500 6864 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:16 +0000] "GET /robots.txt HTTP/1.1" 404 5252 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:17 +0000] "GET /robots.txt HTTP/1.1" 404 521 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:17 +0000] "GET / HTTP/1.1" 500 2134 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:21 +0000] "GET / HTTP/1.1" 500 6864 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:33 +0000] "GET /robots.txt HTTP/1.1" 301 576 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:34 +0000] "GET /robots.txt HTTP/1.1" 404 5248 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:35 +0000] "GET / HTTP/1.1" 301 555 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:36 +0000] "GET /robots.txt HTTP/1.1" 404 517 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:36 +0000] "GET /robots.txt HTTP/1.1" 404 517 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:37 +0000] "GET / HTTP/1.1" 500 2134 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:41 +0000] "GET / HTTP/1.1" 500 6864 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:45 +0000] "GET /robots.txt HTTP/1.1" 404 5248 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:46 +0000] "GET /robots.txt HTTP/1.1" 404 517 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:46 +0000] "GET / HTTP/1.1" 500 2134 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:50 +0000] "GET / HTTP/1.1" 500 6864 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:56 +0000] "GET /robots.txt HTTP/1.1" 404 5248 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:57 +0000] "GET /robots.txt HTTP/1.1" 404 517 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:50:57 +0000] "GET / HTTP/1.1" 500 2134 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
74.208.42.172 - - [12/Mar/2022:03:51:02 +0000] "GET / HTTP/1.1" 500 6864 "-" "www.deadlinkchecker.com Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
66.249.65.16 - - [12/Mar/2022:03:57:46 +0000] "GET /robots.txt HTTP/1.1" 404 5702 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.65.16 - - [12/Mar/2022:03:57:46 +0000] "GET / HTTP/1.1" 500 7311 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
114.119.128.20 - - [12/Mar/2022:04:04:30 +0000] "GET /appointment.php HTTP/1.1" 200 9748 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
192.241.214.147 - - [12/Mar/2022:04:18:27 +0000] "GET /owa/auth/logon.aspx?url=https%3a%2f%2f1%2fecp%2f HTTP/1.1" 404 5876 "-" "Mozilla/5.0 zgrab/0.x"
192.241.223.14 - - [12/Mar/2022:04:19:59 +0000] "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/1.1" 404 5876 "-" "Mozilla/5.0 zgrab/0.x"
103.156.236.169 - - [12/Mar/2022:04:22:01 +0000] "GET / HTTP/1.1" 500 7358 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:22:01 +0000] "GET /favicon.ico HTTP/1.1" 404 1928 "https://arkdes.in/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:22:22 +0000] "-" 408 563 "-" "-"
103.156.236.169 - - [12/Mar/2022:04:22:22 +0000] "-" 408 563 "-" "-"
103.156.236.169 - - [12/Mar/2022:04:22:22 +0000] "-" 408 563 "-" "-"
::1 - - [12/Mar/2022:04:22:24 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.41 (Ubuntu) OpenSSL/1.1.1f (internal dummy connection)"
::1 - - [12/Mar/2022:04:22:25 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.41 (Ubuntu) OpenSSL/1.1.1f (internal dummy connection)"
103.156.236.169 - - [12/Mar/2022:04:22:42 +0000] "GET / HTTP/1.1" 200 12758 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:22:42 +0000] "GET /assets/website/css/styles.css HTTP/1.1" 200 31200 "https://arkdes.in/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:22:42 +0000] "GET /assets/website/img/logo.png HTTP/1.1" 200 121857 "https://arkdes.in/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:22:42 +0000] "GET /assets/website/img/courses.png HTTP/1.1" 200 37238 "https://arkdes.in/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:22:42 +0000] "GET /assets/website/img/teacher.png HTTP/1.1" 304 202 "https://arkdes.in/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:22:42 +0000] "GET /assets/website/css/fonts/fa-solid-900.woff2 HTTP/1.1" 200 75861 "https://arkdes.in/assets/website/css/plugins/font-awesome.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:22:42 +0000] "GET /assets/website/css/fonts/fa-brands-400.woff2 HTTP/1.1" 200 75493 "https://arkdes.in/assets/website/css/plugins/font-awesome.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:22:42 +0000] "GET /assets/website/img/student.png HTTP/1.1" 304 202 "https://arkdes.in/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:22:42 +0000] "GET /assets/website/img/rlogo.png HTTP/1.1" 200 112973 "https://arkdes.in/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:22:42 +0000] "GET /assets/website/css/fonts/themify.woff?-fvbane HTTP/1.1" 200 56505 "https://arkdes.in/assets/website/css/plugins/themify.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:22:42 +0000] "GET /assets/website/img/2.png HTTP/1.1" 200 640074 "https://arkdes.in/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
216.10.241.191 - - [12/Mar/2022:04:22:43 +0000] "GET / HTTP/1.1" 301 512 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:88.0) Gecko/20100101 Firefox/88.0"
216.10.241.191 - - [12/Mar/2022:04:22:44 +0000] "GET / HTTP/1.1" 200 50177 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:88.0) Gecko/20100101 Firefox/88.0"
::1 - - [12/Mar/2022:04:22:49 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.41 (Ubuntu) OpenSSL/1.1.1f (internal dummy connection)"
216.10.241.191 - - [12/Mar/2022:04:22:55 +0000] "GET / HTTP/1.1" 301 512 "-" "Softaculous"
216.10.241.191 - - [12/Mar/2022:04:22:55 +0000] "GET / HTTP/1.1" 200 50177 "-" "Softaculous"
216.10.241.191 - - [12/Mar/2022:04:22:55 +0000] "GET / HTTP/1.1" 301 512 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:88.0) Gecko/20100101 Firefox/88.0"
216.10.241.191 - - [12/Mar/2022:04:22:55 +0000] "GET / HTTP/1.1" 200 50177 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:88.0) Gecko/20100101 Firefox/88.0"
103.156.236.169 - - [12/Mar/2022:04:23:03 +0000] "-" 408 5238 "-" "-"
::1 - - [12/Mar/2022:04:23:05 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.41 (Ubuntu) OpenSSL/1.1.1f (internal dummy connection)"
109.237.96.124 - - [12/Mar/2022:04:27:59 +0000] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 5554 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
194.40.243.169 - - [12/Mar/2022:04:28:09 +0000] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 5550 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
37.0.10.28 - - [12/Mar/2022:04:33:53 +0000] "GET / HTTP/1.1" 200 3440 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
1.38.217.31 - - [12/Mar/2022:04:34:34 +0000] "GET / HTTP/1.1" 200 12758 "-" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.217.31 - - [12/Mar/2022:04:34:37 +0000] "GET / HTTP/1.1" 200 12758 "-" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
1.38.217.31 - - [12/Mar/2022:04:34:39 +0000] "GET /assets/website/css/styles.css HTTP/1.1" 200 31200 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:43 +0000] "GET /assets/website/js/popper.min.js HTTP/1.1" 200 7808 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:43 +0000] "GET /assets/website/img/logo.png HTTP/1.1" 200 121857 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:43 +0000] "GET /assets/website/img/courses.png HTTP/1.1" 200 31999 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
103.156.236.169 - - [12/Mar/2022:04:34:43 +0000] "GET /assets/website/img/student.png HTTP/1.1" 200 4468 "https://arkdes.in/" "Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
